User_ID,Product_ID,Category,Price (Rs.),Discount (%),Final_Price(Rs.),Payment_Method,Purchase_Date,Year,Month,Day,Weekday,Demand
68dfdbfb,1b1beeb3-3,5,64.68,30,45.28,1,2024-07-14,2024,7,14,3,198
f747c9ed,e2579884-9,4,55.0,15,46.75,4,2024-10-11,2024,10,11,0,184
c640c4ac,7c632a2e-c,6,261.36,10,235.22,1,2024-07-23,2024,7,23,5,93
e5a5e18d,3fffb302-7,4,415.54,10,373.99,0,2024-03-05,2024,3,5,5,66
6839399d,0d81cb5b-8,5,291.5,25,218.62,3,2024-08-18,2024,8,18,3,132
4e4016fc,887204fc-0,1,56.4,5,53.58,2,2024-08-30,2024,8,30,0,129
1117a729,166a45a2-c,6,63.96,5,60.76,4,2024-09-15,2024,9,15,3,118
3c3c8f20,567355fa-3,4,246.62,0,246.62,2,2024-05-31,2024,5,31,0,75
e207d13a,2d4ef699-f,1,61.7,5,58.62,4,2024-02-24,2024,2,24,2,129
77809d5c,5e93104b-a,1,434.51,15,369.33,1,2024-07-15,2024,7,15,1,84
3b12089e,00fcb9c0-8,2,350.78,10,315.7,2,2024-06-24,2024,6,24,1,77
22b16d50,ec4cfda5-5,1,137.81,10,124.03,2,2024-10-27,2024,10,27,3,165
fdadd527,cc021b5e-8,0,18.74,5,17.8,2,2024-09-19,2024,9,19,4,151
31c5ddc8,10e8a4f7-b,6,457.22,5,434.36,3,2024-10-02,2024,10,2,6,68
46ce5341,2c91e42a-6,6,233.57,0,233.57,0,2024-08-18,2024,8,18,3,75
8db52810,5978f0ff-1,3,136.96,25,102.72,4,2024-10-31,2024,10,31,4,198
b370acb7,7e336240-1,2,440.6,25,330.45,4,2024-05-02,2024,5,2,4,110
25a0d325,e526dc06-e,3,267.99,5,254.59,0,2024-11-03,2024,11,3,3,108
b505dce0,6d1515e6-3,0,80.57,25,60.43,3,2024-04-28,2024,4,28,3,193
ffb59cb8,22678cd9-e,5,417.36,0,417.36,0,2024-02-14,2024,2,14,6,35
125e7014,9aaae28d-d,3,294.52,10,265.07,3,2024-01-24,2024,1,24,6,89
3bb0a7a9,6cfb4a90-6,5,375.0,20,300.0,4,2024-03-03,2024,3,3,3,109
060cf692,fa76eccc-7,5,60.63,25,45.47,4,2024-03-21,2024,3,21,4,184
00812bf1,c0d8e8ab-4,2,214.26,10,192.83,0,2024-01-24,2024,1,24,6,102
bebeda1a,84b8e40f-6,4,131.08,50,65.54,3,2024-04-22,2024,4,22,1,247
661c6fad,a123f1a2-e,2,395.41,10,355.87,0,2024-08-13,2024,8,13,5,65
c7fbbb37,bc32e509-c,3,477.0,25,357.75,1,2024-07-29,2024,7,29,1,97
22d2eefa,cacf1f1e-3,3,314.34,50,157.17,1,2024-03-12,2024,3,12,5,209
9d02cd04,0c58c336-9,2,232.51,20,186.01,2,2024-02-15,2024,2,15,4,132
315b7094,5c0ef37f-2,1,306.61,20,245.29,3,2024-05-03,2024,5,3,0,124
efaf3f1e,a4399143-2,0,271.74,30,190.22,0,2024-03-23,2024,3,23,2,175
14a4d873,7ba3966b-5,5,363.52,30,254.46,3,2024-02-08,2024,2,8,4,136
c44db413,e1224f77-9,3,304.33,50,152.16,1,2024-01-01,2024,1,1,1,205
288cd987,4f25c1c1-a,0,403.2,10,362.88,2,2024-01-20,2024,1,20,2,94
82db2175,30571c6b-a,3,317.23,30,222.06,4,2024-06-19,2024,6,19,6,151
038db720,e7b4c53e-1,4,325.63,50,162.81,2,2024-04-14,2024,4,14,3,209
c502b838,ad74ed86-b,3,443.94,5,421.74,0,2024-05-11,2024,5,11,2,43
c0f8e7f5,7fdb1426-8,1,105.16,5,99.9,3,2024-08-27,2024,8,27,5,126
aa91713c,26488257-8,4,95.11,20,76.09,0,2024-09-21,2024,9,21,2,161
b914b76f,0ab77e86-e,6,231.11,20,184.89,4,2024-11-13,2024,11,13,6,164
48cd8d57,9d8e1e52-1,4,89.92,50,44.96,3,2024-01-23,2024,1,23,5,257
495bd9f4,1d77c7af-3,4,293.2,50,146.6,3,2024-02-16,2024,2,16,0,211
f33c5a33,4116b831-2,3,171.28,30,119.9,2,2024-10-30,2024,10,30,6,207
b17a752f,f0ed22c9-3,0,476.57,5,452.74,1,2024-09-23,2024,9,23,1,57
e54968ff,b82fe130-6,5,323.84,30,226.69,2,2024-02-16,2024,2,16,0,147
cdeb4b21,1f12847c-d,5,430.99,30,301.69,1,2024-07-15,2024,7,15,1,121
0a89bdec,53b4de6e-9,4,74.43,15,63.27,0,2024-02-27,2024,2,27,5,152
c729f44a,dc45d710-7,2,390.11,0,390.11,3,2024-03-24,2024,3,24,3,44
b74485f8,abd19d27-0,0,311.55,25,233.66,1,2024-01-07,2024,1,7,3,149
a687c77e,b709f015-d,6,136.17,10,122.55,3,2024-06-15,2024,6,15,2,119
0c36392d,1856f48e-9,0,290.57,5,276.04,0,2024-11-06,2024,11,6,6,131
c4486290,30c6766f-3,0,465.37,50,232.69,1,2024-09-04,2024,9,4,6,192
4fdb0ac1,e5167a38-0,4,98.93,0,98.93,4,2024-10-30,2024,10,30,6,134
81c869a4,39394899-d,5,468.2,10,421.38,1,2024-11-09,2024,11,9,2,83
d0d5cc3f,c5b6f5f8-7,1,146.93,20,117.54,2,2024-10-10,2024,10,10,4,187
543db6cb,047680b7-4,6,481.22,5,457.16,2,2024-11-05,2024,11,5,5,67
45f3661b,962ce4b9-9,4,51.83,50,25.91,2,2024-10-11,2024,10,11,0,288
a495b1c7,38515136-8,1,221.27,30,154.89,0,2024-08-09,2024,8,9,0,171
514c5365,f8a7b3cb-a,2,39.97,20,31.98,0,2024-06-11,2024,6,11,5,176
e0d4ca51,1cb6afbc-4,0,219.61,15,186.67,3,2024-03-20,2024,3,20,6,141
927e4946,326dc1f5-9,5,153.68,25,115.26,4,2024-07-21,2024,7,21,3,163
b153ddb0,2c0caa2e-4,2,393.56,25,295.17,3,2024-07-21,2024,7,21,3,116
6e218819,bade74aa-4,2,27.49,20,21.99,3,2024-05-02,2024,5,2,4,169
90c1895c,e797ba11-c,4,279.28,5,265.32,1,2024-06-02,2024,6,2,3,78
dd8674d1,9a56685d-c,3,77.45,20,61.96,0,2024-05-14,2024,5,14,5,167
5930f5c1,8dff29eb-7,5,226.49,10,203.84,2,2024-10-04,2024,10,4,0,138
6fc35e9b,0a39406a-e,0,111.14,0,111.14,0,2024-03-28,2024,3,28,4,113
41ea1235,21918b6b-3,5,323.64,50,161.82,2,2024-02-05,2024,2,5,1,200
932cdbdb,52f65655-f,1,235.75,20,188.6,0,2024-08-08,2024,8,8,4,146
e1310511,cad3fdda-e,4,40.1,5,38.09,0,2024-01-04,2024,1,4,4,131
574e5f84,183ca096-f,4,379.07,20,303.26,3,2024-10-03,2024,10,3,4,137
7fb26e2e,6b5e75a3-9,3,25.28,5,24.02,3,2024-08-30,2024,8,30,0,133
a03903f5,3ed75263-6,6,340.18,20,272.14,0,2024-02-05,2024,2,5,1,114
8c8a9c64,284503ec-c,4,10.37,5,9.85,1,2024-10-16,2024,10,16,6,165
257a8ce9,41e93c18-6,2,334.28,30,234.0,1,2024-03-07,2024,3,7,4,143
2fb02560,e8883132-5,0,160.13,15,136.11,4,2024-01-27,2024,1,27,2,154
de1d3a1e,3a7449b5-2,5,223.01,25,167.26,4,2024-09-10,2024,9,10,5,155
3b240cf4,a9f02f8c-1,2,330.76,10,297.68,2,2024-11-11,2024,11,11,1,108
55f14e41,620721a3-e,5,345.47,25,259.1,0,2024-01-29,2024,1,29,1,129
99e8f646,0dc1a84f-d,1,404.19,15,343.56,3,2024-02-28,2024,2,28,6,92
1d2c993f,d332a849-4,2,328.44,10,295.6,1,2024-09-28,2024,9,28,2,79
8487fbc7,60fcaed7-7,1,152.84,5,145.2,0,2024-04-25,2024,4,25,4,116
793fa422,a0441877-3,5,353.96,10,318.56,0,2024-05-31,2024,5,31,0,74
d4104c7b,cc8b1c23-2,2,151.55,10,136.4,3,2024-11-13,2024,11,13,6,146
8b100551,f2c895cb-2,2,412.92,50,206.46,0,2024-03-07,2024,3,7,4,185
c292a2d7,598596a4-7,2,326.52,10,293.87,0,2024-03-02,2024,3,2,2,86
129e1ecd,86885061-1,3,198.45,25,148.84,0,2024-05-23,2024,5,23,4,155
83ec11b2,9bf78c9a-3,3,132.31,10,119.08,1,2024-10-18,2024,10,18,0,157
f94d89b9,e54a25c2-4,3,359.46,50,179.73,2,2024-02-23,2024,2,23,0,199
6ac71d68,cf29c7a3-8,1,466.36,25,349.77,4,2024-09-13,2024,9,13,0,113
a6c1a28f,c6347235-0,0,368.62,25,276.47,2,2024-03-20,2024,3,20,6,137
03632dc7,3c9a3ef2-d,4,374.41,20,299.53,2,2024-06-27,2024,6,27,4,109
180900bc,1f31c5f9-6,3,408.46,50,204.23,4,2024-10-30,2024,10,30,6,223
473dac31,95199ded-8,6,252.68,0,252.68,4,2024-08-13,2024,8,13,5,71
e878819f,9463ea85-8,1,302.72,50,151.36,4,2024-10-07,2024,10,7,1,246
247db661,4efbd6fd-1,3,335.31,25,251.48,3,2024-09-13,2024,9,13,0,128
8a55e87c,fb219753-e,1,253.05,20,202.44,3,2024-05-19,2024,5,19,3,136
bc1ed9fe,d1391498-e,5,482.4,50,241.2,2,2024-04-07,2024,4,7,3,174
925cb565,c95968a6-3,0,384.44,10,346.0,4,2024-09-16,2024,9,16,1,98
54f1cc93,63955182-b,6,340.43,30,238.3,0,2024-06-01,2024,6,1,2,137
8051cd77,c9b146c9-5,6,323.46,10,291.11,2,2024-07-03,2024,7,3,6,89
8a161e0a,a1878150-1,2,495.35,30,346.75,2,2024-05-15,2024,5,15,6,110
ae7b7c68,fde754b4-1,6,422.7,0,422.7,2,2024-09-20,2024,9,20,0,32
f648e9e7,090337cd-a,1,183.06,30,128.14,0,2024-08-11,2024,8,11,3,180
f508691b,ac287cf7-1,5,439.67,50,219.84,2,2024-05-14,2024,5,14,5,185
30eccf94,18c52147-6,3,40.86,30,28.6,1,2024-07-21,2024,7,21,3,202
616c7917,75aef9df-6,1,131.99,50,66.0,4,2024-09-26,2024,9,26,4,252
cfe50543,cc0cd40a-a,2,264.43,0,264.43,4,2024-02-11,2024,2,11,3,71
fd4c3384,2cfa9ec7-0,5,152.63,30,106.84,2,2024-07-16,2024,7,16,5,180
3b05ed95,f9ab318b-7,6,435.67,0,435.67,2,2024-11-05,2024,11,5,5,65
afc46410,9a5add4e-2,1,458.34,0,458.34,4,2024-10-21,2024,10,21,1,63
d8e74ba4,a5155b7e-c,3,201.3,5,191.24,3,2024-03-19,2024,3,19,5,95
aaab560b,c8124e78-4,6,221.53,30,155.07,4,2024-10-16,2024,10,16,6,195
117c47ed,5c0b6596-f,5,475.5,10,427.95,0,2024-11-07,2024,11,7,4,88
7c62af29,aaf35eae-2,0,293.84,15,249.76,4,2024-09-04,2024,9,4,6,129
c6bd342a,25cd002f-e,5,367.27,25,275.45,4,2024-08-21,2024,8,21,6,116
fc5078d2,86dccec4-a,0,89.92,25,67.44,1,2024-08-09,2024,8,9,0,195
3f4a4d51,25c1502c-f,3,422.91,10,380.62,2,2024-04-28,2024,4,28,3,68
fdf2e60c,e0d5b83a-3,3,276.94,50,138.47,1,2024-06-08,2024,6,8,2,212
7d0b041c,788e7cc6-6,4,408.28,25,306.21,4,2024-07-23,2024,7,23,5,117
0b37db24,33036bf9-b,3,146.46,5,139.14,3,2024-07-14,2024,7,14,3,102
99f7c009,1518f397-4,4,389.59,10,350.63,1,2024-08-08,2024,8,8,4,75
2c3663ad,0faf569e-1,3,273.61,30,191.53,4,2024-02-02,2024,2,2,0,151
0639e3bd,ae145df8-8,5,373.25,10,335.93,1,2024-04-16,2024,4,16,5,73
9488464d,1a48d1a4-7,4,120.24,30,84.17,1,2024-08-31,2024,8,31,2,185
f1cc2d2c,1eda0f3c-9,5,195.46,0,195.46,4,2024-06-28,2024,6,28,0,76
fd0e68a4,075c7e1a-a,5,18.99,5,18.04,2,2024-04-04,2024,4,4,4,133
f25a81cc,a526d0bf-9,1,124.31,50,62.16,4,2024-06-19,2024,6,19,6,257
3a2348ca,979b12da-c,2,233.95,10,210.56,0,2024-08-09,2024,8,9,0,98
345947ca,6a9280ea-2,6,291.38,10,262.24,2,2024-09-13,2024,9,13,0,88
df026444,87c9f24f-8,3,108.86,5,103.42,2,2024-10-21,2024,10,21,1,147
2e20a6a6,5655eb89-5,0,201.42,20,161.14,4,2024-05-28,2024,5,28,5,162
8e00f191,d767d45d-a,4,129.48,15,110.06,1,2024-11-19,2024,11,19,5,168
451f1008,e8d4ff23-6,0,475.59,20,380.47,3,2024-10-14,2024,10,14,1,134
b32cee07,b8375129-c,5,471.4,30,329.98,2,2024-08-31,2024,8,31,2,113
fda2a523,8a2d7d67-b,1,279.07,10,251.16,2,2024-03-03,2024,3,3,3,108
0d06b10b,f2dc543b-9,4,373.45,30,261.41,1,2024-02-29,2024,2,29,4,131
34cb1abe,fa44d09d-5,2,89.77,10,80.79,1,2024-09-14,2024,9,14,2,137
7be14799,b7a796cd-a,5,102.51,20,82.01,0,2024-02-17,2024,2,17,2,161
45ea58e2,dcb6da7a-7,5,246.87,10,222.18,4,2024-08-09,2024,8,9,0,105
89bb6db8,cec7eb10-1,5,163.15,5,154.99,4,2024-05-24,2024,5,24,0,102
6a796b7c,e716451f-f,1,221.52,30,155.06,0,2024-11-08,2024,11,8,0,204
aa6c6d33,7ef9e09f-b,3,411.81,5,391.22,0,2024-05-09,2024,5,9,4,55
3eb4bfdf,602bb15e-4,2,466.18,0,466.18,4,2024-02-09,2024,2,9,0,21
d6e39245,c534d5aa-5,6,446.49,50,223.25,3,2024-06-23,2024,6,23,3,179
d95237bb,bfc775a1-a,0,259.36,5,246.39,4,2024-04-22,2024,4,22,1,103
d2e8696a,2fd1ffe3-1,2,261.74,30,183.22,0,2024-09-24,2024,9,24,5,156
bc5c85a5,f9c10c74-8,0,226.02,5,214.72,3,2024-02-23,2024,2,23,0,109
18611bb6,136578f7-6,3,149.94,20,119.95,4,2024-08-21,2024,8,21,6,150
c70d89cf,706a6f3e-9,1,44.18,30,30.93,0,2024-02-11,2024,2,11,3,212
e5c11c0b,581fab2b-a,3,94.83,0,94.83,1,2024-07-19,2024,7,19,0,99
69467b7d,c7008243-5,5,313.21,30,219.25,2,2024-11-11,2024,11,11,1,182
028173ef,4efe9fdd-5,2,249.86,50,124.93,2,2024-08-18,2024,8,18,3,222
8bb4ff21,e4e13f0f-d,5,250.31,50,125.16,1,2024-04-08,2024,4,8,1,220
e8a90aab,a6212e2e-a,5,330.56,15,280.98,3,2024-04-11,2024,4,11,4,101
8db7dbb7,a28d5119-1,2,377.06,5,358.21,1,2024-08-11,2024,8,11,3,60
226d02cd,78ba3547-b,6,337.91,5,321.01,3,2024-05-03,2024,5,3,0,64
ff94d6ab,8243d88e-e,6,52.16,10,46.94,0,2024-02-25,2024,2,25,3,136
d20005d8,8f3a5380-9,6,95.61,30,66.93,0,2024-08-11,2024,8,11,3,192
7594c248,04284bd4-a,5,155.98,20,124.78,1,2024-05-14,2024,5,14,5,147
977da8a4,6d626cf9-1,3,18.56,15,15.78,0,2024-10-20,2024,10,20,3,189
1fd91234,66f17216-a,3,26.86,15,22.83,2,2024-10-22,2024,10,22,5,191
d7118880,8264844a-e,4,202.35,30,141.64,4,2024-06-21,2024,6,21,0,169
9c5742f5,ad1f054b-2,3,263.22,15,223.74,2,2024-08-22,2024,8,22,4,108
d5a74f3f,3d5fe14e-1,2,298.79,15,253.97,2,2024-03-03,2024,3,3,3,103
a3185b29,27fb556a-3,2,457.07,0,457.07,0,2024-01-17,2024,1,17,6,33
64272d22,38362f6f-1,3,442.46,0,442.46,3,2024-11-05,2024,11,5,5,59
b3659e63,35f1c343-b,3,255.81,50,127.91,1,2024-03-12,2024,3,12,5,218
c3030da8,100f5bd6-3,3,32.89,0,32.89,1,2024-10-08,2024,10,8,5,143
8dc4583b,e23f5984-b,2,251.88,10,226.69,0,2024-01-23,2024,1,23,5,94
d895edc8,85edc59a-c,3,120.68,15,102.58,0,2024-09-09,2024,9,9,1,142
5203df6d,625ff553-e,5,30.21,10,27.19,1,2024-10-10,2024,10,10,4,173
d4c421dd,c3fe6a0a-3,1,246.17,5,233.86,1,2024-08-11,2024,8,11,3,92
f7ad61b4,c1fa2667-b,6,329.85,10,296.87,1,2024-06-25,2024,6,25,5,87
361a60b8,d565ad1e-7,6,437.06,0,437.06,2,2024-07-31,2024,7,31,6,28
1624e787,7e5f9dad-d,4,204.0,5,193.8,0,2024-08-31,2024,8,31,2,99
9f887c1b,91e98516-d,1,207.44,20,165.95,4,2024-02-18,2024,2,18,3,150
3dd55fd2,1d206f3c-3,4,463.6,25,347.7,1,2024-03-16,2024,3,16,2,106
5430451c,769c6a76-6,4,359.03,25,269.27,2,2024-10-15,2024,10,15,5,150
9fd0f47d,9b6c0128-f,1,384.7,15,327.0,2,2024-10-08,2024,10,8,5,127
19dbc60e,d570140f-e,3,298.02,25,223.51,1,2024-05-15,2024,5,15,6,135
e87be34e,c8170aaa-e,2,400.84,10,360.76,1,2024-04-12,2024,4,12,0,73
f1dc18ef,3cd49ea6-1,3,464.71,50,232.35,4,2024-08-03,2024,8,3,2,177
d763b012,fb711bf3-4,0,16.11,15,13.69,0,2024-06-05,2024,6,5,6,179
0645a3b4,135f9af5-5,1,484.74,30,339.32,0,2024-01-18,2024,1,18,4,120
380397f3,43e4b99f-6,6,365.33,5,347.06,1,2024-03-11,2024,3,11,1,59
a91f12d4,317d65ec-f,3,176.01,0,176.01,2,2024-07-09,2024,7,9,5,79
5a02a69f,b44206d3-1,2,464.89,50,232.44,3,2024-10-04,2024,10,4,0,205
d6f46477,f9677a24-6,2,401.8,10,361.62,3,2024-11-20,2024,11,20,6,94
4a370dca,0614e833-2,2,210.96,15,179.32,2,2024-02-15,2024,2,15,4,117
4e3b823e,3c8d5057-5,6,67.54,20,54.03,1,2024-01-09,2024,1,9,5,170
8e6f1de2,624d50b3-3,1,31.73,5,30.14,0,2024-09-29,2024,9,29,3,138
bcb50e14,76d8a34e-b,3,298.26,20,238.61,2,2024-03-04,2024,3,4,1,119
d41d809e,1f2ee9a2-5,5,247.86,20,198.29,4,2024-06-01,2024,6,1,2,135
7b1d4411,03f4ca3b-8,2,362.83,30,253.98,2,2024-04-19,2024,4,19,0,135
cf64defc,e8f069f8-6,1,476.64,50,238.32,0,2024-05-17,2024,5,17,0,189
03560326,d3a6af1a-7,5,388.38,5,368.96,0,2024-02-13,2024,2,13,5,54
fc81d481,19c52cc9-5,5,337.33,15,286.73,4,2024-10-11,2024,10,11,0,122
646238e1,f0767145-7,1,494.14,50,247.07,4,2024-11-05,2024,11,5,5,211
7281a498,101ade60-3,5,455.94,30,319.16,3,2024-03-29,2024,3,29,0,114
4ec6ded9,cb17280c-0,0,221.53,0,221.53,2,2024-08-05,2024,8,5,1,97
a91d9f56,9885fa19-4,1,461.56,20,369.25,3,2024-09-01,2024,9,1,3,101
eaca4fa0,d31d0123-a,3,168.59,20,134.87,1,2024-06-03,2024,6,3,1,145
aafd3769,4cca89d4-4,2,482.74,5,458.6,3,2024-05-30,2024,5,30,4,39
c01d4d47,b3d1ba0f-3,1,200.93,30,140.65,0,2024-02-06,2024,2,6,5,183
4d2cd201,875caa36-1,2,18.84,0,18.84,1,2024-06-17,2024,6,17,1,112
20556324,eb873293-1,4,109.89,15,93.41,4,2024-04-13,2024,4,13,2,145
89166e96,5b444a16-4,3,98.61,0,98.61,3,2024-03-28,2024,3,28,4,96
4458ab6a,4462097e-3,3,459.61,10,413.65,2,2024-06-01,2024,6,1,2,56
b6b38943,e9dd6729-5,3,28.61,10,25.75,2,2024-04-17,2024,4,17,6,139
9a3a5585,82cc06cc-0,6,378.85,20,303.08,4,2024-05-18,2024,5,18,2,103
295576f0,fbe1f8ba-0,0,78.87,5,74.93,2,2024-06-25,2024,6,25,5,142
61f64557,c070b4b6-1,0,362.99,15,308.54,1,2024-07-07,2024,7,7,3,107
7a87f292,6341d191-8,5,198.38,25,148.78,1,2024-03-09,2024,3,9,2,158
8ddb0e80,87e5625f-c,1,471.66,5,448.08,1,2024-06-13,2024,6,13,4,55
dc0f7097,25a9c188-a,2,68.68,30,48.08,4,2024-10-07,2024,10,7,1,228
03f1774a,8adaa913-f,1,289.83,10,260.85,1,2024-06-17,2024,6,17,1,102
1943f27c,46a92f74-2,5,343.43,25,257.57,1,2024-03-10,2024,3,10,3,127
dd9f4e5f,37d88ca0-0,6,196.34,5,186.52,3,2024-03-21,2024,3,21,4,92
882bc61d,c7378104-f,1,183.04,30,128.13,4,2024-05-30,2024,5,30,4,178
3c669dc7,49ed6d0d-8,5,182.28,20,145.82,4,2024-09-09,2024,9,9,1,142
a998be79,46500eae-c,6,329.94,15,280.45,2,2024-07-25,2024,7,25,4,95
92a11c79,d701275e-9,4,50.63,50,25.32,0,2024-05-21,2024,5,21,5,258
06451796,584a7808-7,5,40.61,30,28.43,2,2024-09-20,2024,9,20,0,203
a94110ca,79a38003-0,4,73.19,30,51.23,0,2024-06-15,2024,6,15,2,200
2ba824ee,868c12ec-1,3,140.84,25,105.63,4,2024-03-04,2024,3,4,1,169
bac1284d,4d8fc1fb-3,2,460.17,15,391.14,4,2024-11-17,2024,11,17,3,98
54b16993,272d1c1e-d,6,248.71,15,211.4,0,2024-06-28,2024,6,28,0,112
192edd4e,bf98ce15-f,3,33.88,10,30.49,1,2024-03-12,2024,3,12,5,140
99781be9,a2f4cd32-3,1,464.05,20,371.24,1,2024-05-07,2024,5,7,5,92
9a9a07f5,1ff851f4-7,3,180.19,30,126.13,4,2024-08-21,2024,8,21,6,175
abb37032,605fd5fe-7,0,329.78,10,296.8,2,2024-09-20,2024,9,20,0,104
00e75d81,7150ff17-b,5,336.05,30,235.23,4,2024-03-09,2024,3,9,2,144
8355f413,df7cd075-2,6,95.06,5,90.31,0,2024-06-15,2024,6,15,2,120
a5bd8e47,b46bc60c-b,0,94.97,30,66.48,4,2024-07-02,2024,7,2,5,214
d7a17cb0,eb885daf-7,0,443.0,5,420.85,4,2024-05-13,2024,5,13,1,65
da787021,22ed0aa6-5,5,230.09,15,195.58,1,2024-01-11,2024,1,11,4,115
95cda985,d6276dee-6,6,65.75,0,65.75,1,2024-07-28,2024,7,28,3,105
51fe1422,6dc8bf66-f,2,116.39,25,87.29,3,2024-02-20,2024,2,20,5,170
e2d534fc,e4426847-7,1,315.16,50,157.58,3,2024-06-22,2024,6,22,2,215
f783772f,bcdaa92b-c,5,133.14,25,99.85,4,2024-11-04,2024,11,4,1,195
128b6828,63132048-a,4,167.4,10,150.66,0,2024-09-10,2024,9,10,5,121
284c8015,77363464-a,2,43.48,25,32.61,4,2024-08-23,2024,8,23,0,190
cca2b172,5e26e41d-1,3,14.54,5,13.81,3,2024-04-26,2024,4,26,0,130
f0241946,7d7d6526-3,5,302.08,25,226.56,4,2024-04-08,2024,4,8,1,137
7abecd58,7d1006e3-7,4,474.64,5,450.91,0,2024-09-30,2024,9,30,1,44
658e0882,f4dc1f9e-3,6,496.29,15,421.85,3,2024-09-22,2024,9,22,3,68
6d8a2a99,97a50e99-a,3,397.3,50,198.65,4,2024-10-31,2024,10,31,4,216
8f7a0b5d,3d3bc42d-c,0,284.26,50,142.13,2,2024-10-16,2024,10,16,6,265
6369a7c3,a7ddfd45-9,6,146.22,50,73.11,2,2024-03-31,2024,3,31,3,242
e71626bf,2c2faf85-a,0,134.41,20,107.53,1,2024-05-07,2024,5,7,5,174
9318bcd2,7efcfbc1-8,6,277.93,50,138.97,3,2024-04-23,2024,4,23,5,216
d9c4fc09,505d5a39-d,6,175.25,30,122.67,1,2024-10-06,2024,10,6,3,201
00209791,89fe8404-d,6,12.14,15,10.32,1,2024-05-13,2024,5,13,1,162
94ac8476,e2a6302f-9,1,333.82,30,233.67,3,2024-10-02,2024,10,2,6,178
b7618bd0,dc1f1f13-f,1,125.36,30,87.75,2,2024-10-13,2024,10,13,3,225
d9b8e81b,89ddf5fd-7,3,109.9,15,93.42,1,2024-07-24,2024,7,24,6,138
905c8be8,c979e542-7,2,473.91,30,331.74,1,2024-10-13,2024,10,13,3,148
31761a11,2166f519-9,3,294.36,50,147.18,0,2024-07-20,2024,7,20,2,206
359b71d4,fd8c870e-2,2,460.68,10,414.61,1,2024-02-07,2024,2,7,6,52
bfd771e4,e94d9977-3,4,362.96,10,326.66,2,2024-09-30,2024,9,30,1,78
b9168cc4,19f3b34c-3,0,95.3,5,90.53,3,2024-09-01,2024,9,1,3,131
d45a9dbe,c4910d2d-c,1,259.1,0,259.1,1,2024-06-12,2024,6,12,6,77
a12946ef,45f9b126-8,1,205.38,30,143.77,2,2024-06-23,2024,6,23,3,180
39963ecc,7b2b5520-9,2,370.12,10,333.11,0,2024-01-14,2024,1,14,3,77
3d8cd018,ab136d2e-f,4,97.7,15,83.05,0,2024-01-20,2024,1,20,2,142
db704f77,eedfbf75-6,4,306.03,50,153.01,0,2024-02-23,2024,2,23,0,209
723714c2,5697bb51-3,6,72.75,20,58.2,2,2024-04-12,2024,4,12,0,162
4ec2b2be,2ee16cb9-f,2,186.26,20,149.01,4,2024-11-16,2024,11,16,2,172
36e6f67c,22332c97-1,6,16.7,50,8.35,0,2024-03-10,2024,3,10,3,266
008384ad,c2a9a44a-4,6,191.15,50,95.58,4,2024-06-13,2024,6,13,4,228
490111ac,47f7d81c-2,5,232.55,25,174.41,0,2024-06-12,2024,6,12,6,149
0c1fae8d,04a731ad-f,4,234.62,15,199.43,1,2024-04-18,2024,4,18,4,115
1c34cc19,106c929a-7,3,31.72,20,25.38,4,2024-06-29,2024,6,29,2,175
6b305d69,fb8256e8-a,3,159.29,0,159.29,0,2024-07-21,2024,7,21,3,92
6af4e7e9,805daac9-0,2,30.68,50,15.34,0,2024-09-08,2024,9,8,3,261
42fe34af,1b911467-9,1,285.83,10,257.25,4,2024-06-27,2024,6,27,4,97
fe4d03cd,92ff2301-c,2,311.67,15,264.92,3,2024-10-01,2024,10,1,5,130
f4518d7a,c968f734-c,3,277.94,5,264.04,2,2024-09-04,2024,9,4,6,80
447148db,a952cd60-a,1,368.42,20,294.74,4,2024-07-13,2024,7,13,2,121
2d574c24,58473eef-4,4,379.22,15,322.34,3,2024-07-17,2024,7,17,6,87
68073337,45f6a7d5-8,3,265.27,25,198.95,1,2024-02-28,2024,2,28,6,141
86cbee34,21341a74-3,4,369.05,5,350.6,2,2024-06-26,2024,6,26,6,64
527b9c2d,ed14558a-7,0,493.7,20,394.96,0,2024-03-13,2024,3,13,6,96
3e3b26e1,9ffd92ed-4,0,499.65,10,449.69,2,2024-07-25,2024,7,25,4,69
ee2a2250,1878cf5a-b,0,31.78,15,27.01,2,2024-06-02,2024,6,2,3,183
0ef29560,78fc8fe3-6,6,145.1,25,108.82,4,2024-01-09,2024,1,9,5,166
f9e39387,025cebdc-b,6,163.27,25,122.45,4,2024-07-22,2024,7,22,1,157
df9db226,186cf076-b,6,223.69,20,178.95,1,2024-09-02,2024,9,2,1,133
d71147c9,0c602c0e-d,0,417.94,0,417.94,0,2024-04-02,2024,4,2,5,56
541f1998,4395c151-c,4,270.76,30,189.53,0,2024-02-08,2024,2,8,4,151
5f245ccc,4bf67e4a-1,0,497.52,50,248.76,4,2024-03-26,2024,3,26,5,194
376509b0,a2fdbbd6-3,5,348.59,5,331.16,4,2024-09-19,2024,9,19,4,64
ca0054f1,c4f7e6b0-9,3,362.5,10,326.25,1,2024-09-10,2024,9,10,5,82
77b6f008,4d57ddaa-d,4,411.6,30,288.12,2,2024-11-12,2024,11,12,5,161
bd42adcc,4a9db56e-b,1,206.82,30,144.77,0,2024-06-13,2024,6,13,4,173
